,X_train,Y_train
0,-10.0,3.6900355905954174
1,-9.976976976976976,3.691079178769124
2,-9.953953953953954,3.694995191580318
3,-9.93093093093093,3.697184356287404
4,-9.907907907907909,3.699623372100754
5,-9.884884884884885,3.7024244749713002
6,-9.861861861861861,3.7070488789858675
7,-9.83883883883884,3.7133082536265647
8,-9.815815815815816,3.7235808499698937
9,-9.792792792792794,3.7326284856546166
10,-9.76976976976977,3.7417954163862723
11,-9.746746746746746,3.7500062703887713
12,-9.723723723723724,3.7556740486356173
13,-9.7007007007007,3.7586370817927017
14,-9.677677677677679,3.761147353695733
15,-9.654654654654655,3.7670782425277713
16,-9.631631631631631,3.773254533056937
17,-9.608608608608609,3.776657482870421
18,-9.585585585585585,3.7849474314947478
19,-9.562562562562562,3.7925220292064497
20,-9.53953953953954,3.8004531904081658
21,-9.516516516516516,3.815081928999535
22,-9.493493493493494,3.829517638192312
23,-9.47047047047047,3.8419523994892595
24,-9.447447447447448,3.8540028021997506
25,-9.424424424424425,3.8666230503981587
26,-9.401401401401401,3.8800860044340837
27,-9.378378378378379,3.890612675575227
28,-9.355355355355355,3.8968415529675733
29,-9.332332332332332,3.90524453759487
30,-9.30930930930931,3.910411509232537
31,-9.286286286286286,3.9155342176310954
32,-9.263263263263264,3.920441278891691
33,-9.24024024024024,3.9235349894312233
34,-9.217217217217216,3.9303091549759994
35,-9.194194194194194,3.9306366065394576
36,-9.17117117117117,3.928690090979695
37,-9.148148148148149,3.9248899590588473
38,-9.125125125125125,3.919978058353381
39,-9.102102102102101,3.9176444101144092
40,-9.07907907907908,3.9146257786876077
41,-9.056056056056056,3.9076044318541103
42,-9.033033033033034,3.9006537254648377
43,-9.01001001001001,3.890069907935463
44,-8.986986986986986,3.879191220516847
45,-8.963963963963964,3.8708240008534913
46,-8.94094094094094,3.8581269985771187
47,-8.917917917917919,3.847150345947794
48,-8.894894894894895,3.838862869269284
49,-8.871871871871871,3.8305662799471465
50,-8.84884884884885,3.822580912239551
51,-8.825825825825826,3.8200561426873896
52,-8.802802802802802,3.8211581616651977
53,-8.77977977977978,3.8186191848737505
54,-8.756756756756756,3.8188415767247648
55,-8.733733733733734,3.8186071820233742
56,-8.71071071071071,3.8188600430990287
57,-8.687687687687689,3.821436793478637
58,-8.664664664664665,3.8237311047269094
59,-8.641641641641641,3.8256301003669124
60,-8.618618618618619,3.8310470109964556
61,-8.595595595595595,3.8393925571817413
62,-8.572572572572572,3.848938835867625
63,-8.54954954954955,3.8584384644097245
64,-8.526526526526526,3.868621345391627
65,-8.503503503503504,3.8788872454717507
66,-8.48048048048048,3.888014531154429
67,-8.457457457457457,3.897598596672906
68,-8.434434434434435,3.903914476102592
69,-8.411411411411411,3.909212364372898
70,-8.388388388388389,3.918096977697928
71,-8.365365365365365,3.9265818842579883
72,-8.342342342342342,3.9334241865869863
73,-8.31931931931932,3.9404652020468536
74,-8.296296296296296,3.9468597021093275
75,-8.273273273273274,3.947671682470374
76,-8.25025025025025,3.944508406628938
77,-8.227227227227226,3.942708181530776
78,-8.204204204204204,3.943389449540317
79,-8.18118118118118,3.9451105637466948
80,-8.158158158158159,3.951867687003728
81,-8.135135135135135,3.95793019024401
82,-8.112112112112111,3.9614511248236473
83,-8.08908908908909,3.9630994790199243
84,-8.066066066066066,3.9608566571871715
85,-8.043043043043042,3.961642509160377
86,-8.02002002002002,3.963323918185757
87,-7.996996996996996,3.9608039044847296
88,-7.973973973973974,3.9583502049047015
89,-7.950950950950951,3.9594723637139673
90,-7.927927927927928,3.9570041317179414
91,-7.904904904904905,3.9527074610031145
92,-7.881881881881881,3.9474320161604357
93,-7.858858858858859,3.9413960153450636
94,-7.8358358358358355,3.9372618865754854
95,-7.812812812812813,3.93202386797093
96,-7.78978978978979,3.923558990540479
97,-7.766766766766766,3.9140748654524677
98,-7.743743743743744,3.9009433094294517
99,-7.7207207207207205,3.8862529105800445
100,-7.697697697697698,3.871655162876184
101,-7.674674674674675,3.8617759388697666
102,-7.651651651651651,3.8543913014956313
103,-7.628628628628629,3.846708889471316
104,-7.605605605605605,3.8388535286845764
105,-7.5825825825825826,3.828136257248613
106,-7.55955955955956,3.8172661935302203
107,-7.536536536536536,3.807068399803183
108,-7.513513513513513,3.796605945658476
109,-7.49049049049049,3.7907234020289367
110,-7.4674674674674675,3.7842663085187285
111,-7.444444444444445,3.7807624670247906
112,-7.421421421421421,3.7779681485924077
113,-7.398398398398398,3.7754609207772702
114,-7.375375375375375,3.7735914845497436
115,-7.3523523523523515,3.768881760208044
116,-7.32932932932933,3.7670514757217517
117,-7.306306306306306,3.763797830264132
118,-7.283283283283283,3.757644366006307
119,-7.26026026026026,3.74692785240122
120,-7.237237237237236,3.7341752006051703
121,-7.2142142142142145,3.720424846708397
122,-7.191191191191191,3.708641708849505
123,-7.168168168168168,3.6977652364572218
124,-7.145145145145145,3.6861885507257943
125,-7.122122122122121,3.6738804294427547
126,-7.099099099099099,3.664041777092917
