,X_train,Y_train
0,-10.0,5.4365078608888595
1,-9.767676767676768,5.301277678036672
2,-9.535353535353535,5.331348279549675
3,-9.303030303030303,5.338640580218323
4,-9.070707070707071,5.214630406815592
5,-8.83838383838384,4.964102229189818
6,-8.606060606060606,4.604315974127979
7,-8.373737373737374,4.321662174762663
8,-8.141414141414142,3.9696715846574993
9,-7.909090909090909,3.64518502003164
10,-7.6767676767676765,3.317193990429402
11,-7.444444444444445,3.0492796937818554
12,-7.212121212121212,2.830465789733522
13,-6.979797979797979,2.7190313617663433
14,-6.747474747474747,2.671376951496356
15,-6.515151515151516,2.585246388541961
16,-6.282828282828283,2.469207423967658
17,-6.05050505050505,2.341023459742395
18,-5.818181818181818,2.2950853881539888
19,-5.585858585858586,2.3247471259130674
20,-5.353535353535354,2.5100360591371564
21,-5.121212121212121,2.5956330340539315
22,-4.888888888888889,2.574378422920749
23,-4.656565656565657,2.5396744096494235
24,-4.424242424242424,2.55953640780205
25,-4.191919191919192,2.5939984786085963
26,-3.9595959595959593,2.651224916350866
27,-3.7272727272727275,2.747525452909109
28,-3.494949494949495,2.622490753519953
29,-3.262626262626263,2.1366000564534273
30,-3.0303030303030303,1.6615220643973196
31,-2.7979797979797985,1.2805449988652575
32,-2.5656565656565657,0.9240740832531193
33,-2.333333333333333,0.6855157153008038
34,-2.101010101010101,0.4846474864773617
35,-1.8686868686868685,0.29841434749668916
36,-1.6363636363636367,0.2226368294629469
37,-1.4040404040404049,0.1727459497412808
38,-1.1717171717171713,0.2722604119708769
39,-0.9393939393939394,0.40880437334144404
40,-0.7070707070707076,0.39217023634731585
41,-0.47474747474747403,0.3482551524180489
42,-0.2424242424242422,0.2961582089026107
43,-0.010101010101010388,0.25912848882057943
44,0.22222222222222143,0.2942887334494387
45,0.45454545454545503,0.2915533059084524
46,0.6868686868686869,0.23320722064047567
47,0.9191919191919187,0.17914321202996597
48,1.1515151515151523,0.16386589845078503
49,1.383838383838384,0.16108644128706917
50,1.616161616161616,0.252497239606582
51,1.8484848484848477,0.2548357411258456
52,2.0808080808080813,0.1656760381118953
53,2.313131313131313,-0.016290990499879587
54,2.545454545454545,-0.1686572503871569
55,2.777777777777777,-0.3678111335878548
56,3.0101010101010104,-0.5385349653180966
57,3.242424242424242,-0.7009851311538636
58,3.474747474747474,-0.7406766743683528
59,3.7070707070707076,-0.6888108803471497
60,3.9393939393939394,-0.7349222641470731
61,4.171717171717171,-0.8906872259896945
62,4.404040404040403,-1.1866630388331303
63,4.636363636363637,-1.4684898326576328
64,4.8686868686868685,-1.5921791537363275
65,5.1010101010101,-1.6874119015492537
66,5.333333333333334,-1.8536174964360124
67,5.565656565656566,-2.0473911169706196
68,5.797979797979798,-2.286852672446645
69,6.030303030303031,-2.5178387547791057
70,6.262626262626263,-2.815308309713884
71,6.494949494949495,-2.951620302463674
72,6.727272727272727,-3.0829438076050324
73,6.9595959595959584,-3.189673271856121
74,7.19191919191919,-3.3677302471126764
75,7.424242424242426,-3.542936907782512
76,7.6565656565656575,-3.6257303746913534
77,7.888888888888889,-3.7161768100910786
78,8.121212121212121,-3.7386691545283215
79,8.353535353535353,-3.8468948568540346
